EGX95482.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31970.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	67.647	272	83	1	10	281	11	277	1.31e-134	380
EGX95482.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62148.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	73.427	286	68	4	1	282	1	282	8.67e-119	340
EGX95482.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA46563.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)79	40.611	229	119	4	59	276	52	274	1.25e-043	149
EGX95482.1:Cordyceps_militaris_CM01_(ascomycetes)1	EJP64778.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)54	40.000	225	126	3	59	276	52	274	3.55e-043	147
EGX95483.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81296.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	90.792	467	36	2	1	462	1	465	0.0	873
EGX95483.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62149.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	90.949	453	40	1	1	453	1	452	0.0	837
EGX95483.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31969.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	76.180	466	104	2	1	462	1	463	0.0	744
EGX95483.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA43934.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)8	44.327	379	204	5	54	427	91	467	1.44e-107	327
EGX95483.1:Cordyceps_militaris_CM01_(ascomycetes)1	KZZ95457.1:Moelleriella_libera_RCEF_2490_(ascomycetes)71	45.125	359	184	7	71	422	40	392	5.67e-104	315
EGX95484.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81297.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	88.331	677	70	2	1	669	1	676	0.0	1231
EGX95484.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62150.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	83.452	701	84	2	1	669	1	701	0.0	1199
EGX95484.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31968.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	58.104	728	238	8	4	665	5	731	0.0	835
EGX95486.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81298.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	82.596	339	51	1	1	331	1	339	0.0	578
EGX95486.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62151.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	78.507	335	64	3	1	332	1	330	0.0	532
EGX95487.1:Cordyceps_militaris_CM01_(ascomycetes)1	EFY96065.1:Metarhizium_robertsii_ARSEF_23_(ascomycetes)73	72.386	373	100	1	1	373	1	370	0.0	570
EGX95487.1:Cordyceps_militaris_CM01_(ascomycetes)1	KID69102.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)43	72.386	373	100	1	1	373	1	370	0.0	565
EGX95487.1:Cordyceps_militaris_CM01_(ascomycetes)1	EJP64460.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)55	70.950	358	102	2	18	373	21	378	0.0	539
EGX95487.1:Cordyceps_militaris_CM01_(ascomycetes)1	EJP63526.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)65	55.733	375	109	5	1	373	1	320	2.16e-140	400
EGX95487.1:Cordyceps_militaris_CM01_(ascomycetes)1	KZZ92809.1:Moelleriella_libera_RCEF_2490_(ascomycetes)20	61.321	318	117	3	62	373	65	382	1.25e-138	399
EGX95488.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81300.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	66.667	459	146	5	1	456	1	455	0.0	614
EGX95488.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62153.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	60.606	462	163	8	4	456	3	454	0.0	516
EGX95489.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81301.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	85.253	651	96	0	1	651	1	651	0.0	1169
EGX95489.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62154.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	82.308	650	115	0	1	650	1	650	0.0	1135
EGX95489.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA78810.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)25	45.469	651	334	5	1	650	1	631	0.0	562
EGX95490.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81304.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	91.089	202	18	0	1	202	1	202	2.26e-133	380
EGX95490.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62156.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	91.089	202	18	0	1	202	1	202	9.20e-132	377
EGX95490.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31973.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	73.000	200	54	0	4	203	3	202	2.69e-104	305
EGX95490.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA80168.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)33	40.566	106	56	2	96	196	196	299	5.42e-014	70.5
EGX95491.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81305.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	82.653	392	66	2	1	391	1	391	0.0	625
EGX95491.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62157.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	80.307	391	73	2	1	391	1	387	0.0	570
EGX95491.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31974.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	52.074	217	82	3	1	205	1	207	1.68e-068	221
EGX95492.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81306.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	85.079	630	89	3	1	627	1	628	0.0	1027
EGX95492.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62158.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	83.520	625	95	7	1	622	1	620	0.0	1024
EGX95492.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31975.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	60.194	618	220	12	13	620	23	624	0.0	724
EGX95493.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62159.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	82.353	221	37	2	1	220	1	220	1.46e-127	358
EGX95493.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81307.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	78.571	224	42	3	1	220	1	222	8.03e-117	331
EGX95493.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31976.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	63.372	172	61	2	1	171	1	171	5.77e-072	217
EGX95494.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81308.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	80.806	422	71	5	21	435	826	1244	0.0	655
EGX95494.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31978.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	57.846	325	135	2	100	423	14	337	1.16e-124	364
EGX95494.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62160.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	60.870	345	90	7	93	435	1	302	1.61e-121	354
EGX95495.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81308.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	69.912	791	219	3	95	866	1	791	0.0	962
EGX95495.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62161.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	71.546	608	154	3	294	882	2	609	0.0	772
EGX95496.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81309.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	95.402	87	4	0	1	87	1	87	1.04e-059	176
EGX95496.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62162.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	94.253	87	5	0	1	87	1	87	1.16e-059	176
EGX95496.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31980.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	93.103	87	6	0	1	87	1	87	2.32e-059	175
EGX95497.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81310.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	88.889	576	64	0	134	709	1	576	0.0	1071
EGX95497.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62163.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	88.112	572	67	1	134	704	1	572	0.0	1062
EGX95497.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31981.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	69.123	570	174	2	135	704	1	568	0.0	856
EGX95498.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62164.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	85.083	181	27	0	29	209	1	181	9.41e-115	323
EGX95498.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81311.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	83.978	181	29	0	29	209	1	181	1.11e-111	316
EGX95499.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81312.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	69.573	585	139	12	1	572	1	559	0.0	707
EGX95499.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62165.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	66.788	548	146	9	39	572	1	526	0.0	606
EGX95500.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62166.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	72.043	558	112	16	2	550	18	540	0.0	748
EGX95500.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81313.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	64.674	552	165	12	2	550	16	540	0.0	665
EGX95500.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31983.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	41.081	185	91	5	227	395	274	456	1.63e-028	119
EGX95501.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62167.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	91.793	463	38	0	1	463	1	463	0.0	846
EGX95501.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81314.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	87.689	463	54	1	1	463	1	460	0.0	806
EGX95501.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA31984.1:Moelleriella_libera_RCEF_2490_(ascomycetes)32	52.247	534	172	8	1	458	1	527	2.43e-168	486
EGX95502.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA62169.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)12	95.000	380	19	0	1	380	1	380	0.0	744
EGX95502.1:Cordyceps_militaris_CM01_(ascomycetes)1	OAA81316.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)8	95.550	382	17	0	1	382	1	382	0.0	717
EGX95502.1:Cordyceps_militaris_CM01_(ascomycetes)1	EFZ03509.1:Metarhizium_robertsii_ARSEF_23_(ascomycetes)107	66.240	391	119	4	1	380	1	389	0.0	510
EGX95502.1:Cordyceps_militaris_CM01_(ascomycetes)1	KID64839.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)97	62.660	391	113	5	1	380	1	369	1.43e-165	467
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62519.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	91.429	525	45	0	6	530	7	531	0.0	957
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51341.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	91.238	525	46	0	6	530	7	531	0.0	956
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63062.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	85.612	556	54	3	1	530	1	556	0.0	881
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID71693.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)12	44.559	487	257	4	22	505	24	500	5.03e-122	367
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA74361.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)86	42.460	504	278	4	9	505	6	504	1.29e-120	364
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	EFY96083.1:Metarhizium_robertsii_ARSEF_23_(ascomycetes)56	40.377	478	274	7	42	509	72	548	2.13e-106	329
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID65820.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)89	40.167	478	275	6	42	509	72	548	2.64e-106	329
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA72949.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)96	40.517	464	268	5	42	498	69	531	1.00e-104	325
EGX95559.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62073.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)90	40.530	491	282	7	42	525	72	559	2.62e-104	324
EGX95560.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62517.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	82.353	85	15	0	1	85	1	85	5.16e-051	160
EGX95561.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62516.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	89.605	481	45	1	3	478	15	495	0.0	894
EGX95561.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63061.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	90.664	482	35	2	4	478	16	494	0.0	870
EGX95561.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51339.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	90.208	480	42	1	4	478	16	495	0.0	844
EGX95561.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71047.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	89.189	481	47	1	3	478	8	488	0.0	841
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71046.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	91.444	374	8	1	2	351	3	376	0.0	697
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51338.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	95.714	350	2	1	2	351	3	339	0.0	690
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62514.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	95.714	350	2	1	2	351	3	339	0.0	690
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63060.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	95.143	350	3	2	2	351	3	338	0.0	681
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	EFZ01327.1:Metarhizium_robertsii_ARSEF_23_(ascomycetes)86	90.258	349	21	1	3	351	2	337	0.0	655
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID71904.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)15	90.258	349	21	1	3	351	2	337	0.0	655
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA46343.1:Metarhizium_rileyi_RCEF_4871_(ascomycetes)66	89.971	349	22	1	3	351	2	337	0.0	652
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	KZZ98498.1:Moelleriella_libera_RCEF_2490_(ascomycetes)57	89.112	349	25	1	3	351	2	337	0.0	647
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	KZZ94187.1:Moelleriella_libera_RCEF_2490_(ascomycetes)14	44.928	345	158	8	13	347	165	487	6.52e-091	281
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA80880.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)4	44.928	345	158	8	13	347	190	512	6.53e-090	280
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA55446.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)39	41.270	315	164	6	3	313	2	299	2.08e-080	249
EGX95562.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA77248.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)42	40.952	315	165	6	3	313	2	299	7.28e-080	248
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62513.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	92.357	314	24	0	4	317	85	398	0.0	581
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51336.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	91.935	310	25	0	8	317	3	312	0.0	575
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71044.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	95.395	304	14	0	14	317	15	318	0.0	561
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63059.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	93.506	308	19	1	9	316	104	410	0.0	553
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID71906.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)15	84.818	303	46	0	14	316	38	340	0.0	528
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	EFZ01326.2:Metarhizium_robertsii_ARSEF_23_(ascomycetes)86	84.488	303	47	0	14	316	40	342	0.0	525
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA46344.1:Metarhizium_rileyi_RCEF_4871_(ascomycetes)66	84.488	303	47	0	14	316	15	317	0.0	522
EGX95563.1:Cordyceps_militaris_CM01_(ascomycetes)2	KZZ98499.1:Moelleriella_libera_RCEF_2490_(ascomycetes)57	79.208	303	42	1	14	316	15	296	1.07e-180	499
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63058.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	80.193	207	30	3	1	205	1	198	8.88e-115	324
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62512.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	75.122	205	46	1	1	205	1	200	5.30e-103	294
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71043.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	78.537	205	38	1	1	205	1	199	8.67e-103	294
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51335.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	73.171	205	49	1	1	205	1	199	2.48e-098	282
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID71907.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)15	57.073	205	76	3	1	205	1	193	5.21e-075	223
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	KZZ98500.1:Moelleriella_libera_RCEF_2490_(ascomycetes)57	58.571	210	69	2	1	202	1	200	4.35e-073	219
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA46345.1:Metarhizium_rileyi_RCEF_4871_(ascomycetes)66	57.426	202	79	2	1	202	1	195	2.59e-070	211
EGX95564.1:Cordyceps_militaris_CM01_(ascomycetes)2	EFZ01325.1:Metarhizium_robertsii_ARSEF_23_(ascomycetes)86	55.779	199	62	3	17	205	14	196	1.35e-067	204
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62511.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	89.344	366	39	0	1	366	1	366	0.0	697
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51334.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	88.525	366	42	0	1	366	1	366	0.0	691
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA46346.1:Metarhizium_rileyi_RCEF_4871_(ascomycetes)66	75.137	366	91	0	1	366	1	366	0.0	600
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	KZZ98501.1:Moelleriella_libera_RCEF_2490_(ascomycetes)57	73.569	367	96	1	1	366	1	367	0.0	587
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71042.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	87.742	310	38	0	1	310	1	310	0.0	581
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63057.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	88.673	309	35	0	1	309	1	309	0.0	577
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	EFZ01324.2:Metarhizium_robertsii_ARSEF_23_(ascomycetes)86	67.913	321	88	4	1	316	1	311	3.41e-160	450
EGX95565.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID71908.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)15	67.913	321	88	4	1	316	1	311	3.41e-160	450
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71041.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	84.857	700	104	1	1	700	1	698	0.0	1187
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63056.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	82.906	702	111	5	1	700	1	695	0.0	1182
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51333.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	81.339	702	127	2	1	700	1	700	0.0	1146
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62510.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	82.991	682	109	2	24	700	131	810	0.0	1136
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	KZZ98502.1:Moelleriella_libera_RCEF_2490_(ascomycetes)57	67.742	651	194	6	63	700	64	711	0.0	889
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA46347.1:Metarhizium_rileyi_RCEF_4871_(ascomycetes)66	66.975	648	200	7	63	700	99	742	0.0	885
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID71909.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)15	66.871	652	182	4	81	700	87	736	0.0	884
EGX95566.1:Cordyceps_militaris_CM01_(ascomycetes)2	EFZ01323.1:Metarhizium_robertsii_ARSEF_23_(ascomycetes)86	66.564	652	184	4	81	700	87	736	0.0	882
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA46348.1:Metarhizium_rileyi_RCEF_4871_(ascomycetes)66	69.112	259	65	2	5	248	4	262	2.93e-123	350
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63055.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	69.960	253	39	3	1	249	1	220	1.22e-116	332
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	KID71910.1:Metarhizium_anisopliae_ARSEF_549_(ascomycetes)15	61.111	288	69	4	5	249	4	291	7.17e-114	327
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	EFZ01322.2:Metarhizium_robertsii_ARSEF_23_(ascomycetes)86	60.764	288	70	4	5	249	4	291	1.68e-113	326
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	KZZ98503.1:Moelleriella_libera_RCEF_2490_(ascomycetes)57	64.257	249	80	2	1	249	1	240	3.31e-112	321
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62509.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	63.370	273	34	6	1	249	1	231	3.90e-100	290
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71040.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	76.705	176	31	1	1	166	1	176	1.82e-090	264
EGX95567.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51332.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	68.874	151	34	2	1	138	1	151	1.83e-061	189
EGX95568.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63054.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	88.076	738	76	5	24	753	153	886	0.0	1255
EGX95568.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51330.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	87.900	719	72	6	43	752	40	752	0.0	1241
EGX95568.1:Cordyceps_militaris_CM01_(ascomycetes)2	EJP62507.1:Beauveria_bassiana_ARSEF_2860_(ascomycetes)84	84.273	763	88	8	17	753	12	768	0.0	1224
EGX95568.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA71038.1:Cordyceps_confragosa_RCEF_1005_(ascomycetes)107	87.029	717	79	5	43	752	27	736	0.0	1148
EGX95569.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA63053.1:Cordyceps_fumosorosea_ARSEF_2679_(ascomycetes)10	77.174	92	10	1	26	106	1	92	1.12e-041	134
EGX95569.1:Cordyceps_militaris_CM01_(ascomycetes)2	OAA51329.1:Beauveria_brongniartii_RCEF_3172_(ascomycetes)28	72.165	97	11	2	26	106	1	97	9.81e-041	132
